ticket_id,customer_id,created_at,text,category,channel,priority,customer_tier,product
TKT-100274,CUST-4751,2025-10-24 13:14:34,Can someone help me with promo code not applied. This has been happening for the past few days.,Billing,Web Form,Low,Free,Product A
TKT-100369,CUST-1894,2025-10-24 22:38:25,I'm writing because restocking fee too high. This is the second time this has happened.,Refund,Email,Medium,Enterprise,Product D
TKT-100474,CUST-9702,2025-10-25 06:54:50,"Hello, I'm having an issue with return label not working. This has been happening for the past few days. I'm really terrible about this.",Refund,Chat,Critical,Premium,Product C
TKT-100495,CUST-5994,2025-10-25 09:41:33,"Hi, I need help with damaged product arrived. This is the second time this has happened.",Delivery,Chat,High,Enterprise,Service X
TKT-100255,CUST-2388,2025-10-26 01:34:39,I need assistance with two-factor authentication issues. Can you please look into this? I'm really disappointed about this.,Account,Chat,High,Free,Product B
TKT-100457,CUST-5463,2025-10-26 22:33:24,I'm writing because package marked delivered but not received. Can you please look into this?,Delivery,Web Form,Medium,Basic,Service X
TKT-100108,CUST-9619,2025-10-27 04:36:33,There's an issue with mobile app not syncing. I need this resolved soon. This is critical!,Technical,Email,Low,Enterprise,Product D
TKT-100355,CUST-1313,2025-10-27 08:57:59,I'm writing because features not loading properly. I need this resolved soon.,Technical,Chat,Medium,Basic,Product B
TKT-100272,CUST-1848,2025-10-27 14:05:00,There's an issue with subscription auto-renewed unwanted. I've tried multiple times but no luck.,Billing,Web Form,High,Basic,Product D
TKT-100066,CUST-1745,2025-10-27 16:00:32,"Hello, I'm having an issue with package not delivered on time. This is affecting my work.",Delivery,Email,High,Basic,Service Y
TKT-100032,CUST-7658,2025-10-28 08:17:50,I'm experiencing a problem with subscription auto-renewed unwanted. This is the second time this has happened. This is urgent!,Billing,Chat,Medium,Basic,Product B
TKT-100178,CUST-5728,2025-10-28 13:09:43,"Hello, I'm having an issue with email not receiving notifications. This is affecting my work. This is emergency!",Account,Email,Critical,Enterprise,Service X
TKT-100105,CUST-8450,2025-10-28 19:53:23,I'm writing because partial refund received. This is the second time this has happened. This is urgent!,Refund,Email,Medium,Free,Product A
TKT-100291,CUST-4974,2025-10-29 02:44:03,There's an issue with delivery to wrong address. Can you please look into this?,Delivery,Web Form,High,Enterprise,Product B
TKT-100207,CUST-6697,2025-10-30 07:47:29,"Hello, I'm having an issue with restocking fee too high. I've already contacted support before about this.",Refund,Email,Medium,Enterprise,Service X
TKT-100137,CUST-2531,2025-10-30 12:15:26,There's an issue with package marked delivered but not received. Can you please look into this? I'm really awful about this.,Delivery,Web Form,High,Free,Product C
TKT-100216,CUST-4555,2025-10-30 14:22:06,I'm writing because instructions unclear or missing. Can you please look into this? This is not working!,Product,Web Form,Medium,Premium,Product C
TKT-100473,CUST-5828,2025-10-30 16:57:52,Can someone help me with refund taking too long. Can you please look into this? This is broken!,Refund,Web Form,Medium,Basic,Service X
TKT-100413,CUST-5121,2025-10-30 20:12:09,"Hi, I need help with warranty claim process. Can you please look into this?",Product,Web Form,Medium,Enterprise,Product C
TKT-100003,CUST-1711,2025-10-31 02:17:19,I'm experiencing a problem with package marked delivered but not received. This is the second time this has happened.,Delivery,Web Form,Low,Enterprise,Product A
TKT-100437,CUST-9462,2025-10-31 14:09:04,Can someone help me with slow performance issues. This is affecting my work.,Technical,Email,High,Basic,Product C
TKT-100288,CUST-7870,2025-10-31 15:28:26,I'm writing because features not loading properly. This has been happening for the past few days.,Technical,Chat,High,Basic,Product D
TKT-100332,CUST-5512,2025-10-31 15:45:01,"Hi, I need help with two-factor authentication issues. I've tried multiple times but no luck.",Account,Web Form,Medium,Enterprise,Product A
TKT-100339,CUST-4387,2025-11-01 06:57:59,There's an issue with slow performance issues. I've tried multiple times but no luck.,Technical,Phone,Critical,Free,Service Y
TKT-100280,CUST-8717,2025-11-01 08:08:38,There's an issue with quality issues with material. I've tried multiple times but no luck.,Product,Email,Low,Free,Product A
TKT-100379,CUST-7859,2025-11-01 10:35:41,I need assistance with instructions unclear or missing. I need this resolved soon.,Product,Chat,High,Enterprise,Product C
TKT-100237,CUST-7237,2025-11-01 12:17:48,"Hello, I'm having an issue with refund not received. I've already contacted support before about this.",Billing,Chat,Medium,Premium,Product C
TKT-100051,CUST-8657,2025-11-01 16:51:57,There's an issue with restocking fee too high. I've tried multiple times but no luck.,Refund,Chat,Low,Enterprise,Service X
TKT-100049,CUST-1096,2025-11-01 19:32:33,Can someone help me with warranty claim process. I need this resolved soon. I'm really terrible about this.,Product,Phone,High,Enterprise,Product D
TKT-100303,CUST-4517,2025-11-02 19:23:49,"Hello, I'm having an issue with promo code not applied. This is affecting my work.",Billing,Chat,High,Premium,Product D
TKT-100333,CUST-6535,2025-11-02 22:49:38,I'm experiencing a problem with missing items from order. This has been happening for the past few days. I'm really disappointed about this.,Delivery,Phone,High,Premium,Product D
TKT-100145,CUST-4678,2025-11-03 01:41:01,"Hi, I need help with wrong item received. This is affecting my work.",Delivery,Email,High,Free,Service Y
TKT-100127,CUST-4630,2025-11-03 18:56:45,There's an issue with promo code not applied. This is affecting my work.,Billing,Phone,Medium,Free,Service X
TKT-100483,CUST-6319,2025-11-03 23:43:46,I'm experiencing a problem with missing items from order. This is affecting my work. I'm really unacceptable about this.,Delivery,Phone,Critical,Enterprise,Service Y
TKT-100104,CUST-8285,2025-11-05 04:03:48,"Hello, I'm having an issue with package not delivered on time. I need this resolved soon.",Delivery,Chat,High,Free,Service Y
TKT-100360,CUST-8875,2025-11-05 11:08:58,"Hello, I'm having an issue with app crashes on startup. I've already contacted support before about this.",Technical,Phone,Medium,Free,Product A
TKT-100267,CUST-7600,2025-11-06 06:27:18,I'm writing because cannot reset password. This has been happening for the past few days.,Account,Phone,High,Enterprise,Product D
TKT-100335,CUST-8937,2025-11-06 17:27:39,Can someone help me with want to return product. I've already contacted support before about this. This is not working!,Refund,Phone,Low,Basic,Product A
TKT-100244,CUST-7566,2025-11-07 20:54:55,I need assistance with cannot reset password. I need this resolved soon.,Account,Web Form,Low,Premium,Service Y
TKT-100426,CUST-5514,2025-11-08 09:37:55,I'm experiencing a problem with product not as described. Can you please look into this? I'm really terrible about this.,Product,Web Form,Medium,Enterprise,Service X
TKT-100058,CUST-7882,2025-11-08 19:35:44,I'm experiencing a problem with package not delivered on time. This has been happening for the past few days.,Delivery,Web Form,Low,Enterprise,Product C
TKT-100122,CUST-6053,2025-11-09 02:13:46,Can someone help me with missing items from order. Can you please look into this?,Delivery,Email,Medium,Enterprise,Service X
TKT-100240,CUST-6147,2025-11-09 05:15:53,"Hello, I'm having an issue with refund to wrong payment method. I need this resolved soon. This is broken!",Refund,Chat,Critical,Premium,Product C
TKT-100077,CUST-6260,2025-11-10 04:01:33,Can someone help me with cannot reset password. This is affecting my work.,Account,Email,Medium,Premium,Product D
TKT-100232,CUST-7499,2025-11-10 09:13:26,I need assistance with subscription auto-renewed unwanted. Can you please look into this?,Billing,Phone,Low,Premium,Product D
TKT-100081,CUST-3594,2025-11-10 13:39:51,I'm writing because return label not working. I've tried multiple times but no luck. I'm really terrible about this.,Refund,Phone,Low,Enterprise,Product A
TKT-100250,CUST-2885,2025-11-10 13:52:46,I'm experiencing a problem with return label not working. This has been happening for the past few days.,Refund,Email,High,Free,Service Y
TKT-100028,CUST-9666,2025-11-10 13:57:36,I'm writing because warranty claim process. I've already contacted support before about this.,Product,Email,High,Free,Product B
TKT-100185,CUST-9221,2025-11-11 02:17:21,"Hello, I'm having an issue with account locked after failed login. I need this resolved soon.",Account,Web Form,Low,Basic,Service X
TKT-100131,CUST-8565,2025-11-11 07:20:29,"Hi, I need help with package marked delivered but not received. This is affecting my work. This is emergency!",Delivery,Web Form,Low,Free,Product C
TKT-100451,CUST-3373,2025-11-12 03:44:26,Can someone help me with promo code not applied. I've already contacted support before about this.,Billing,Chat,High,Enterprise,Service Y
TKT-100337,CUST-3029,2025-11-13 20:51:39,I need assistance with missing items from order. I need this resolved soon. This is asap!,Delivery,Email,Medium,Premium,Product D
TKT-100377,CUST-3018,2025-11-13 23:26:29,I'm writing because mobile app not syncing. I've already contacted support before about this. This is broken!,Technical,Web Form,Critical,Basic,Product D
TKT-100027,CUST-2127,2025-11-14 04:47:46,"Hello, I'm having an issue with product defective out of box. This is affecting my work. This is immediately!",Product,Chat,High,Premium,Product B
TKT-100197,CUST-4164,2025-11-14 07:30:47,I need assistance with missing items from order. I've already contacted support before about this. I'm really disappointed about this.,Delivery,Chat,Critical,Enterprise,Service X
TKT-100209,CUST-7868,2025-11-14 14:54:14,"Hi, I need help with error message when saving. This is the second time this has happened. I'm really frustrated about this.",Technical,Email,Medium,Basic,Product A
TKT-100298,CUST-1660,2025-11-15 02:39:36,There's an issue with payment method declined. Can you please look into this? I'm really awful about this.,Billing,Chat,High,Basic,Product A
TKT-100409,CUST-4913,2025-11-15 08:30:41,I need assistance with product defective out of box. This has been happening for the past few days.,Product,Chat,Medium,Enterprise,Product B
TKT-100167,CUST-3981,2025-11-15 13:24:07,There's an issue with product not as described. Can you please look into this? I'm really terrible about this.,Product,Chat,Critical,Free,Product A
TKT-100176,CUST-4524,2025-11-15 17:38:38,Can someone help me with tracking number not working. I've tried multiple times but no luck. I'm really terrible about this.,Delivery,Phone,Low,Free,Product C
TKT-100041,CUST-6491,2025-11-16 21:10:01,I'm experiencing a problem with refund taking too long. Can you please look into this?,Refund,Email,Medium,Premium,Product B
TKT-100324,CUST-5341,2025-11-16 22:49:40,Can someone help me with invoice incorrect amount. I need this resolved soon.,Billing,Email,Critical,Basic,Product C
TKT-100382,CUST-9747,2025-11-18 04:12:02,There's an issue with warranty claim process. I've already contacted support before about this.,Product,Phone,Critical,Free,Service X
TKT-100143,CUST-9452,2025-11-18 05:09:15,There's an issue with delivery to wrong address. This is the second time this has happened.,Delivery,Email,High,Free,Product B
TKT-100065,CUST-5636,2025-11-18 20:44:26,I need assistance with refund to wrong payment method. Can you please look into this?,Refund,Email,Medium,Premium,Product B
TKT-100085,CUST-6272,2025-11-18 21:21:27,Can someone help me with delivery to wrong address. I need this resolved soon.,Delivery,Chat,Medium,Enterprise,Product B
TKT-100478,CUST-9026,2025-11-19 01:48:08,I'm writing because charged twice for subscription. I need this resolved soon.,Billing,Phone,Low,Premium,Product B
TKT-100257,CUST-3733,2025-11-19 07:25:04,"Hello, I'm having an issue with warranty claim process. Can you please look into this?",Product,Web Form,High,Basic,Product B
TKT-100233,CUST-7227,2025-11-20 00:24:34,Can someone help me with delivery to wrong address. I've tried multiple times but no luck.,Delivery,Email,High,Basic,Service Y
TKT-100259,CUST-1505,2025-11-20 05:15:30,"Hi, I need help with return label not working. Can you please look into this?",Refund,Chat,High,Free,Product C
TKT-100177,CUST-2761,2025-11-20 18:56:44,I need assistance with restocking fee too high. This has been happening for the past few days.,Refund,Web Form,Medium,Premium,Service Y
TKT-100344,CUST-1578,2025-11-21 05:39:12,Can someone help me with damaged product arrived. I need this resolved soon.,Delivery,Chat,High,Basic,Service Y
TKT-100124,CUST-6802,2025-11-21 05:42:26,I need assistance with account locked after failed login. Can you please look into this? I'm really angry about this.,Account,Email,Critical,Free,Product D
TKT-100098,CUST-6549,2025-11-22 00:45:21,I'm writing because package marked delivered but not received. This is affecting my work. I'm really unacceptable about this.,Delivery,Email,Critical,Free,Product B
TKT-100493,CUST-4245,2025-11-22 00:52:42,Can someone help me with refund taking too long. Can you please look into this?,Refund,Web Form,Critical,Basic,Service X
TKT-100385,CUST-7349,2025-11-23 16:11:13,"Hi, I need help with partial refund received. I need this resolved soon.",Refund,Web Form,High,Free,Product A
TKT-100359,CUST-4272,2025-11-23 19:02:56,"Hello, I'm having an issue with product defective out of box. Can you please look into this? I'm really unacceptable about this.",Product,Phone,Medium,Premium,Service Y
TKT-100204,CUST-1356,2025-11-24 02:14:00,I'm experiencing a problem with two-factor authentication issues. I've already contacted support before about this. This is not working!,Account,Web Form,High,Free,Service Y
TKT-100418,CUST-5644,2025-11-24 16:53:25,There's an issue with two-factor authentication issues. This has been happening for the past few days.,Account,Email,Medium,Enterprise,Service X
TKT-100044,CUST-3184,2025-11-24 22:34:48,"Hi, I need help with refund not received. I need this resolved soon.",Billing,Web Form,High,Enterprise,Service X
TKT-100168,CUST-5653,2025-11-24 23:12:14,I'm experiencing a problem with wrong item received. Can you please look into this? I'm really angry about this.,Delivery,Email,High,Basic,Service Y
TKT-100080,CUST-1845,2025-11-25 00:39:39,Can someone help me with replacement part needed. This is the second time this has happened.,Product,Chat,High,Basic,Product C
TKT-100390,CUST-2506,2025-11-25 10:01:18,I need assistance with missing parts in package. I need this resolved soon.,Product,Phone,Medium,Basic,Service Y
TKT-100425,CUST-6175,2025-11-25 18:22:41,"Hello, I'm having an issue with product defective out of box. I've already contacted support before about this.",Product,Web Form,High,Free,Product B
TKT-100184,CUST-4968,2025-11-26 01:41:11,Can someone help me with refund to wrong payment method. I've tried multiple times but no luck.,Refund,Email,Low,Basic,Product A
TKT-100015,CUST-4295,2025-11-26 16:33:12,I need assistance with quality issues with material. This is the second time this has happened.,Product,Phone,Critical,Premium,Product D
TKT-100225,CUST-8054,2025-11-27 00:05:13,"Hi, I need help with delivery to wrong address. Can you please look into this?",Delivery,Chat,Low,Free,Service X
TKT-100423,CUST-2600,2025-11-27 01:48:36,Can someone help me with API returning errors. This is affecting my work.,Technical,Web Form,Medium,Premium,Product D
TKT-100215,CUST-7079,2025-11-27 02:34:02,Can someone help me with account locked after failed login. This is the second time this has happened. This is urgent!,Account,Email,Medium,Free,Product C
TKT-100345,CUST-3785,2025-11-27 22:37:34,I'm experiencing a problem with cannot delete account. This is the second time this has happened.,Account,Chat,High,Free,Product D
TKT-100149,CUST-5772,2025-11-28 04:45:18,There's an issue with refund to wrong payment method. I've tried multiple times but no luck.,Refund,Web Form,Low,Premium,Product B
TKT-100472,CUST-6690,2025-11-28 06:02:56,I'm experiencing a problem with unexpected charge on credit card. Can you please look into this?,Billing,Web Form,Medium,Free,Service Y
TKT-100100,CUST-7242,2025-11-28 06:59:42,There's an issue with email not receiving notifications. This is affecting my work.,Account,Phone,Low,Basic,Product D
TKT-100050,CUST-4595,2025-11-28 14:06:56,"Hello, I'm having an issue with refund to wrong payment method. I need this resolved soon.",Refund,Phone,Critical,Enterprise,Product A
TKT-100018,CUST-8749,2025-11-28 18:29:35,"Hello, I'm having an issue with refund to wrong payment method. This is the second time this has happened.",Refund,Web Form,Medium,Free,Product A
TKT-100013,CUST-2832,2025-11-28 19:07:12,Can someone help me with product defective out of box. This has been happening for the past few days.,Product,Phone,High,Basic,Product A
TKT-100475,CUST-4039,2025-11-29 04:44:25,I need assistance with cannot reset password. I need this resolved soon.,Account,Email,High,Basic,Product C
TKT-100310,CUST-9625,2025-11-29 06:58:51,"Hello, I'm having an issue with API returning errors. This has been happening for the past few days. This is emergency!",Technical,Web Form,Low,Premium,Service X
TKT-100196,CUST-4159,2025-11-29 12:03:38,Can someone help me with account locked after failed login. This is affecting my work.,Account,Email,High,Basic,Service Y
TKT-100073,CUST-2169,2025-11-29 17:30:43,I'm writing because refund taking too long. I've tried multiple times but no luck.,Refund,Email,Medium,Premium,Service X
TKT-100408,CUST-6993,2025-11-30 23:53:19,I'm writing because instructions unclear or missing. I've tried multiple times but no luck.,Product,Web Form,Medium,Premium,Product B
TKT-100004,CUST-4150,2025-12-01 01:49:05,I'm experiencing a problem with refund to wrong payment method. Can you please look into this?,Refund,Email,Low,Basic,Product C
TKT-100218,CUST-6053,2025-12-01 01:59:06,There's an issue with tracking number not working. This is affecting my work.,Delivery,Phone,High,Enterprise,Product D
TKT-100228,CUST-8109,2025-12-01 04:40:22,"Hi, I need help with charged twice for subscription. I need this resolved soon.",Billing,Phone,Low,Free,Product B
TKT-100300,CUST-1195,2025-12-01 18:43:22,"Hello, I'm having an issue with missing parts in package. This has been happening for the past few days. This is not working!",Product,Email,Medium,Basic,Product B
TKT-100330,CUST-1202,2025-12-01 20:29:45,I need assistance with product not as described. I need this resolved soon.,Product,Web Form,Low,Enterprise,Product B
TKT-100236,CUST-6315,2025-12-01 23:10:41,"Hi, I need help with quality issues with material. Can you please look into this? This is emergency!",Product,Web Form,Low,Premium,Product D
TKT-100480,CUST-5355,2025-12-02 03:38:55,There's an issue with want to change email address. This has been happening for the past few days.,Account,Email,Low,Premium,Product A
TKT-100174,CUST-5061,2025-12-02 19:20:09,I'm experiencing a problem with wrong item received. I need this resolved soon.,Delivery,Chat,Low,Free,Product C
TKT-100373,CUST-1889,2025-12-02 22:16:45,I'm experiencing a problem with restocking fee too high. This is affecting my work.,Refund,Chat,Critical,Premium,Service X
TKT-100052,CUST-8564,2025-12-03 07:10:33,"Hello, I'm having an issue with payment method declined. This is the second time this has happened.",Billing,Chat,Low,Premium,Product D
TKT-100491,CUST-7436,2025-12-03 09:25:35,"Hello, I'm having an issue with delivery to wrong address. This has been happening for the past few days.",Delivery,Web Form,Low,Basic,Product D
TKT-100227,CUST-1519,2025-12-03 09:48:43,There's an issue with refund taking too long. This is the second time this has happened. I'm really frustrated about this.,Refund,Email,Critical,Enterprise,Product D
TKT-100095,CUST-9138,2025-12-03 13:48:57,I need assistance with restocking fee too high. I've already contacted support before about this.,Refund,Phone,Medium,Premium,Product B
TKT-100150,CUST-9618,2025-12-04 10:16:11,I'm experiencing a problem with cannot login to account. This has been happening for the past few days.,Technical,Email,Critical,Enterprise,Product A
TKT-100189,CUST-6654,2025-12-04 22:25:21,Can someone help me with quality issues with material. This is the second time this has happened.,Product,Chat,High,Free,Product C
TKT-100417,CUST-3406,2025-12-04 22:27:52,"Hi, I need help with features not loading properly. Can you please look into this?",Technical,Email,Medium,Premium,Product B
TKT-100117,CUST-1430,2025-12-05 01:06:53,I'm writing because want to change email address. This is the second time this has happened.,Account,Phone,Low,Basic,Product C
TKT-100194,CUST-7846,2025-12-05 01:15:31,"Hi, I need help with warranty claim process. I've tried multiple times but no luck.",Product,Chat,Low,Enterprise,Product D
TKT-100116,CUST-2773,2025-12-05 17:36:38,"Hello, I'm having an issue with features not loading properly. This is the second time this has happened.",Technical,Phone,High,Free,Product C
TKT-100183,CUST-5350,2025-12-06 18:35:45,I need assistance with restocking fee too high. I need this resolved soon.,Refund,Chat,Low,Enterprise,Product B
TKT-100009,CUST-9085,2025-12-06 22:24:51,"Hello, I'm having an issue with quality issues with material. Can you please look into this?",Product,Email,Low,Free,Product B
TKT-100060,CUST-8613,2025-12-08 08:29:35,Can someone help me with package marked delivered but not received. I've tried multiple times but no luck. I'm really disappointed about this.,Delivery,Web Form,High,Free,Product D
TKT-100338,CUST-3679,2025-12-08 15:16:15,I'm experiencing a problem with API returning errors. This is affecting my work.,Technical,Phone,Low,Premium,Product A
TKT-100420,CUST-1271,2025-12-09 02:01:36,"Hello, I'm having an issue with refund not received. This has been happening for the past few days.",Billing,Chat,Critical,Basic,Service X
TKT-100401,CUST-6633,2025-12-09 02:33:06,I'm experiencing a problem with instructions unclear or missing. I've tried multiple times but no luck.,Product,Chat,Critical,Basic,Product B
TKT-100461,CUST-3675,2025-12-09 04:03:32,Can someone help me with subscription auto-renewed unwanted. I've tried multiple times but no luck. I'm really unacceptable about this.,Billing,Web Form,Critical,Basic,Product C
TKT-100458,CUST-9576,2025-12-09 06:33:59,I need assistance with restocking fee too high. I need this resolved soon.,Refund,Phone,High,Enterprise,Service X
TKT-100133,CUST-6626,2025-12-10 14:37:40,Can someone help me with missing parts in package. This has been happening for the past few days.,Product,Email,Medium,Free,Product B
TKT-100112,CUST-4522,2025-12-10 16:26:47,There's an issue with payment method declined. This is the second time this has happened.,Billing,Web Form,Critical,Basic,Product D
TKT-100479,CUST-9051,2025-12-10 18:43:20,"Hello, I'm having an issue with charged twice for subscription. I've already contacted support before about this.",Billing,Email,Critical,Free,Product C
TKT-100181,CUST-3662,2025-12-10 20:02:53,I need assistance with missing parts in package. This is affecting my work.,Product,Web Form,High,Premium,Service X
TKT-100173,CUST-6658,2025-12-10 21:46:30,There's an issue with package marked delivered but not received. This is the second time this has happened.,Delivery,Web Form,Medium,Premium,Service X
TKT-100056,CUST-1420,2025-12-11 00:18:42,"Hi, I need help with restocking fee too high. Can you please look into this? I'm really disappointed about this.",Refund,Phone,Critical,Enterprise,Service Y
TKT-100141,CUST-4178,2025-12-11 14:46:29,I'm writing because return label not working. I need this resolved soon. This is not working!,Refund,Phone,Critical,Enterprise,Product C
TKT-100452,CUST-6629,2025-12-11 22:10:57,"Hi, I need help with want to change email address. I've tried multiple times but no luck.",Account,Chat,High,Premium,Service Y
TKT-100389,CUST-6866,2025-12-12 12:25:55,I need assistance with partial refund received. Can you please look into this?,Refund,Email,High,Basic,Product B
TKT-100494,CUST-2467,2025-12-12 14:06:32,Can someone help me with refund to wrong payment method. This is affecting my work. This is not working!,Refund,Email,Critical,Enterprise,Product C
TKT-100224,CUST-1257,2025-12-12 22:03:03,There's an issue with refund to wrong payment method. I need this resolved soon.,Refund,Email,Critical,Free,Product A
TKT-100404,CUST-6008,2025-12-13 05:18:39,I'm experiencing a problem with mobile app not syncing. Can you please look into this?,Technical,Chat,High,Premium,Product D
TKT-100381,CUST-3913,2025-12-14 01:24:24,There's an issue with missing items from order. I've tried multiple times but no luck.,Delivery,Phone,Low,Premium,Service X
TKT-100170,CUST-1464,2025-12-14 02:45:10,I need assistance with product not as described. This has been happening for the past few days.,Product,Email,Low,Premium,Service Y
TKT-100239,CUST-6443,2025-12-14 05:08:53,"Hi, I need help with instructions unclear or missing. I need this resolved soon. This is immediately!",Product,Web Form,High,Enterprise,Product C
TKT-100089,CUST-4846,2025-12-14 12:46:30,I need assistance with want to change email address. This has been happening for the past few days.,Account,Phone,Medium,Free,Product D
TKT-100010,CUST-8668,2025-12-14 15:34:10,Can someone help me with return label not working. I need this resolved soon.,Refund,Phone,Low,Free,Service Y
TKT-100395,CUST-8130,2025-12-15 00:30:19,"Hello, I'm having an issue with integration not working. Can you please look into this?",Technical,Email,Medium,Free,Product D
TKT-100252,CUST-4232,2025-12-15 01:34:02,There's an issue with integration not working. Can you please look into this?,Technical,Web Form,Critical,Enterprise,Product A
TKT-100397,CUST-2036,2025-12-15 03:32:28,"Hi, I need help with email not receiving notifications. I've already contacted support before about this. I'm really terrible about this.",Account,Email,Low,Premium,Service X
TKT-100017,CUST-2160,2025-12-15 07:22:02,I'm writing because cannot login to account. This is affecting my work.,Technical,Chat,High,Enterprise,Product B
TKT-100119,CUST-7878,2025-12-15 16:18:20,"Hello, I'm having an issue with payment method declined. I need this resolved soon.",Billing,Web Form,High,Basic,Product C
TKT-100128,CUST-3419,2025-12-15 16:31:59,There's an issue with instructions unclear or missing. This is the second time this has happened. I'm really disappointed about this.,Product,Chat,Low,Basic,Product C
TKT-100030,CUST-8239,2025-12-15 21:06:41,I'm experiencing a problem with package not delivered on time. I've tried multiple times but no luck. I'm really awful about this.,Delivery,Web Form,Low,Free,Product A
TKT-100059,CUST-9817,2025-12-16 02:43:49,There's an issue with cannot delete account. This is affecting my work. This is emergency!,Account,Web Form,Critical,Enterprise,Service Y
TKT-100151,CUST-2106,2025-12-16 03:06:01,I'm experiencing a problem with damaged product arrived. This is the second time this has happened.,Delivery,Phone,Medium,Free,Service X
TKT-100096,CUST-3240,2025-12-16 07:11:31,There's an issue with product not as described. This is the second time this has happened.,Product,Email,Low,Premium,Product D
TKT-100469,CUST-4568,2025-12-16 15:24:33,I'm writing because mobile app not syncing. I've already contacted support before about this.,Technical,Email,Medium,Enterprise,Product C
TKT-100000,CUST-9935,2025-12-16 19:19:35,There's an issue with invoice incorrect amount. I've already contacted support before about this. This is urgent!,Billing,Email,Critical,Free,Product A
TKT-100431,CUST-1550,2025-12-16 23:03:40,I'm experiencing a problem with cannot reset password. I've tried multiple times but no luck. I'm really terrible about this.,Account,Chat,Medium,Free,Product C
TKT-100282,CUST-3545,2025-12-17 00:07:25,I need assistance with instructions unclear or missing. I've tried multiple times but no luck. This is urgent!,Product,Phone,Critical,Free,Product C
TKT-100477,CUST-3126,2025-12-17 01:42:27,"Hi, I need help with payment method declined. This has been happening for the past few days.",Billing,Chat,Low,Basic,Product A
TKT-100278,CUST-5942,2025-12-17 17:45:48,There's an issue with error message when saving. This has been happening for the past few days.,Technical,Chat,Medium,Enterprise,Product C
TKT-100279,CUST-2163,2025-12-18 00:27:22,"Hello, I'm having an issue with API returning errors. I need this resolved soon.",Technical,Email,High,Premium,Product B
TKT-100342,CUST-6327,2025-12-18 05:31:14,I'm experiencing a problem with product not as described. This is affecting my work. This is urgent!,Product,Phone,High,Premium,Product B
TKT-100146,CUST-3273,2025-12-18 16:49:58,There's an issue with features not loading properly. This is the second time this has happened. I'm really unacceptable about this.,Technical,Web Form,Critical,Free,Product A
TKT-100276,CUST-3480,2025-12-18 17:05:24,There's an issue with email not receiving notifications. I've already contacted support before about this.,Account,Web Form,Critical,Basic,Product A
TKT-100490,CUST-1886,2025-12-19 05:00:31,There's an issue with product defective out of box. I need this resolved soon.,Product,Phone,Low,Premium,Service X
