ticket_id,customer_id,created_at,text,category,channel,priority,customer_tier,product
TKT-100368,CUST-6542,2025-12-19 14:29:18,There's an issue with refund not received. This is the second time this has happened.,Billing,Email,Critical,Basic,Product D
TKT-100273,CUST-9510,2025-12-19 16:41:56,I need assistance with want to return product. I've tried multiple times but no luck. This is critical!,Refund,Web Form,Low,Free,Service Y
TKT-100308,CUST-4594,2025-12-19 22:39:25,There's an issue with delivery to wrong address. This has been happening for the past few days.,Delivery,Web Form,High,Basic,Product B
TKT-100019,CUST-1887,2025-12-20 07:48:29,I'm writing because tracking number not working. I've already contacted support before about this.,Delivery,Email,Low,Enterprise,Service Y
TKT-100136,CUST-7421,2025-12-21 03:48:25,There's an issue with damaged product arrived. I've already contacted support before about this.,Delivery,Chat,Low,Premium,Service X
TKT-100314,CUST-3086,2025-12-21 12:05:58,There's an issue with integration not working. This is affecting my work.,Technical,Chat,Low,Enterprise,Service X
TKT-100468,CUST-3598,2025-12-21 14:09:24,I'm experiencing a problem with API returning errors. This is affecting my work.,Technical,Email,Low,Premium,Product D
TKT-100006,CUST-3803,2025-12-22 08:09:34,I need assistance with restocking fee too high. I've already contacted support before about this.,Refund,Chat,Medium,Enterprise,Product D
TKT-100103,CUST-3531,2025-12-22 09:30:11,Can someone help me with restocking fee too high. Can you please look into this?,Refund,Web Form,Low,Enterprise,Service X
TKT-100361,CUST-2659,2025-12-22 14:27:28,"Hi, I need help with tax calculation wrong. I've already contacted support before about this. This is emergency!",Billing,Phone,Medium,Enterprise,Product C
TKT-100135,CUST-5128,2025-12-23 21:50:27,Can someone help me with subscription auto-renewed unwanted. This is affecting my work. This is broken!,Billing,Chat,High,Free,Service X
TKT-100114,CUST-7105,2025-12-25 08:04:10,"Hi, I need help with cannot reset password. I've already contacted support before about this. This is asap!",Account,Chat,Low,Premium,Service Y
TKT-100327,CUST-2293,2025-12-25 09:08:10,Can someone help me with two-factor authentication issues. This is affecting my work.,Account,Web Form,Low,Basic,Product A
TKT-100384,CUST-8415,2025-12-26 00:22:20,"Hi, I need help with wrong item received. This is affecting my work.",Delivery,Email,Medium,Enterprise,Product B
TKT-100078,CUST-1601,2025-12-26 13:40:22,I'm writing because missing items from order. This is the second time this has happened.,Delivery,Web Form,Low,Premium,Product C
TKT-100191,CUST-4972,2025-12-27 00:27:45,I need assistance with cannot login to account. I've tried multiple times but no luck.,Technical,Email,Medium,Basic,Product A
TKT-100043,CUST-2746,2025-12-27 01:15:11,I'm writing because profile information not updating. This is the second time this has happened. I'm really frustrated about this.,Account,Web Form,Medium,Basic,Service Y
TKT-100039,CUST-3851,2025-12-27 04:56:35,There's an issue with missing parts in package. I've already contacted support before about this. I'm really unacceptable about this.,Product,Phone,Critical,Free,Product C
TKT-100283,CUST-1901,2025-12-27 11:16:57,"Hi, I need help with refund taking too long. I need this resolved soon. This is asap!",Refund,Phone,Medium,Free,Product A
TKT-100118,CUST-3347,2025-12-28 04:39:41,"Hello, I'm having an issue with damaged product arrived. This is the second time this has happened.",Delivery,Web Form,Low,Basic,Service Y
TKT-100064,CUST-9779,2025-12-28 05:20:09,I'm experiencing a problem with damaged product arrived. This has been happening for the past few days. This is critical!,Delivery,Chat,Medium,Basic,Service Y
TKT-100433,CUST-6703,2025-12-28 08:38:57,I need assistance with invoice incorrect amount. Can you please look into this?,Billing,Phone,High,Basic,Service X
TKT-100312,CUST-2188,2025-12-28 13:17:27,I'm writing because cannot login to account. This is affecting my work.,Technical,Phone,Critical,Free,Product C
TKT-100253,CUST-2025,2025-12-28 13:27:38,I'm writing because error message when saving. This is the second time this has happened.,Technical,Email,Medium,Premium,Product C
TKT-100134,CUST-7108,2025-12-29 01:55:42,"Hello, I'm having an issue with two-factor authentication issues. This is affecting my work.",Account,Phone,Critical,Enterprise,Product C
TKT-100284,CUST-5247,2025-12-29 03:08:00,I need assistance with want to return product. This is the second time this has happened. I'm really terrible about this.,Refund,Chat,High,Basic,Service Y
TKT-100299,CUST-5262,2025-12-29 17:12:09,There's an issue with tracking number not working. This is affecting my work.,Delivery,Chat,Low,Enterprise,Product D
TKT-100286,CUST-3734,2025-12-29 22:14:20,"Hi, I need help with warranty claim process. I need this resolved soon. This is immediately!",Product,Phone,Medium,Premium,Product A
TKT-100153,CUST-6080,2025-12-30 14:19:02,"Hi, I need help with cannot reset password. This is affecting my work. This is critical!",Account,Web Form,Critical,Premium,Product A
TKT-100026,CUST-5915,2025-12-30 14:57:04,There's an issue with error message when saving. I've already contacted support before about this.,Technical,Web Form,High,Free,Product A
TKT-100396,CUST-4729,2025-12-30 17:52:25,I need assistance with payment method declined. This has been happening for the past few days. This is immediately!,Billing,Phone,Critical,Enterprise,Product D
TKT-100062,CUST-9041,2025-12-31 07:43:30,There's an issue with two-factor authentication issues. I need this resolved soon.,Account,Web Form,Low,Free,Product C
TKT-100476,CUST-9151,2025-12-31 11:44:17,"Hello, I'm having an issue with refund to wrong payment method. Can you please look into this?",Refund,Chat,High,Premium,Product D
TKT-100489,CUST-8115,2026-01-02 06:00:45,I'm experiencing a problem with quality issues with material. This is affecting my work. This is not working!,Product,Web Form,Low,Basic,Service Y
TKT-100292,CUST-7718,2026-01-02 13:14:39,"Hello, I'm having an issue with replacement part needed. This has been happening for the past few days.",Product,Email,Medium,Premium,Service Y
TKT-100406,CUST-8978,2026-01-02 15:26:42,I'm writing because profile information not updating. This is affecting my work.,Account,Email,Medium,Free,Product C
TKT-100353,CUST-9246,2026-01-02 18:10:07,"Hi, I need help with mobile app not syncing. I need this resolved soon.",Technical,Phone,Medium,Free,Product A
TKT-100356,CUST-7147,2026-01-02 20:12:49,I'm writing because instructions unclear or missing. This has been happening for the past few days. This is broken!,Product,Phone,Low,Free,Service Y
TKT-100241,CUST-6339,2026-01-02 23:39:35,I'm writing because return label not working. I've tried multiple times but no luck.,Refund,Web Form,High,Enterprise,Product C
TKT-100152,CUST-8612,2026-01-03 01:00:37,"Hello, I'm having an issue with wrong item received. This is the second time this has happened. I'm really awful about this.",Delivery,Web Form,Medium,Basic,Product A
TKT-100386,CUST-7025,2026-01-04 13:39:25,There's an issue with API returning errors. I've already contacted support before about this.,Technical,Chat,Medium,Premium,Product D
TKT-100347,CUST-5269,2026-01-04 15:59:22,I'm experiencing a problem with tracking number not working. This is affecting my work.,Delivery,Phone,Critical,Free,Product D
TKT-100372,CUST-9996,2026-01-04 20:26:06,"Hi, I need help with payment method declined. Can you please look into this?",Billing,Email,Low,Premium,Service X
TKT-100074,CUST-5982,2026-01-05 12:30:00,Can someone help me with product not as described. I've already contacted support before about this.,Product,Web Form,High,Enterprise,Product D
TKT-100054,CUST-1508,2026-01-05 12:47:15,"Hi, I need help with subscription auto-renewed unwanted. This is the second time this has happened. This is broken!",Billing,Chat,Medium,Free,Service X
TKT-100154,CUST-6438,2026-01-06 07:13:10,I'm writing because error message when saving. This has been happening for the past few days.,Technical,Phone,Low,Premium,Product D
TKT-100199,CUST-5285,2026-01-06 09:13:53,I need assistance with damaged product arrived. This has been happening for the past few days.,Delivery,Phone,Medium,Free,Service Y
TKT-100099,CUST-6992,2026-01-06 10:56:13,I'm writing because integration not working. Can you please look into this?,Technical,Email,Critical,Free,Product C
TKT-100202,CUST-2838,2026-01-06 13:28:39,I'm experiencing a problem with tax calculation wrong. This has been happening for the past few days.,Billing,Email,Medium,Basic,Product B
TKT-100436,CUST-1448,2026-01-07 01:17:14,I need assistance with cannot delete account. This is the second time this has happened.,Account,Web Form,Low,Premium,Product A
TKT-100270,CUST-1266,2026-01-07 21:56:24,I'm writing because payment method declined. I need this resolved soon.,Billing,Email,Medium,Enterprise,Product D
TKT-100161,CUST-5566,2026-01-08 01:31:39,Can someone help me with missing parts in package. This is affecting my work.,Product,Chat,Low,Free,Service Y
TKT-100424,CUST-5223,2026-01-08 13:30:47,I need assistance with invoice incorrect amount. I need this resolved soon.,Billing,Chat,Low,Free,Service X
TKT-100374,CUST-8414,2026-01-08 20:14:29,I'm experiencing a problem with quality issues with material. I've already contacted support before about this.,Product,Email,Low,Basic,Product A
TKT-100187,CUST-8932,2026-01-09 15:59:54,There's an issue with restocking fee too high. This is affecting my work.,Refund,Chat,Medium,Premium,Service X
TKT-100248,CUST-8909,2026-01-09 17:31:16,I'm experiencing a problem with warranty claim process. This has been happening for the past few days.,Product,Email,High,Enterprise,Product A
TKT-100263,CUST-6744,2026-01-10 07:43:53,I need assistance with slow performance issues. I've already contacted support before about this.,Technical,Web Form,Medium,Basic,Product B
TKT-100109,CUST-9543,2026-01-10 18:02:10,"Hi, I need help with instructions unclear or missing. I've already contacted support before about this. I'm really terrible about this.",Product,Phone,Critical,Free,Product A
TKT-100142,CUST-4271,2026-01-10 18:29:54,"Hello, I'm having an issue with instructions unclear or missing. This is the second time this has happened.",Product,Chat,High,Free,Service Y
TKT-100160,CUST-3513,2026-01-10 20:11:20,I need assistance with damaged product arrived. This has been happening for the past few days.,Delivery,Web Form,High,Premium,Product D
TKT-100285,CUST-6488,2026-01-11 07:27:29,I'm writing because missing items from order. This has been happening for the past few days.,Delivery,Web Form,High,Free,Product C
TKT-100306,CUST-3946,2026-01-11 08:48:08,Can someone help me with delivery to wrong address. This is affecting my work.,Delivery,Email,High,Basic,Product A
TKT-100427,CUST-5157,2026-01-11 18:58:07,I need assistance with account locked after failed login. I need this resolved soon.,Account,Phone,High,Enterprise,Service Y
TKT-100351,CUST-7609,2026-01-12 01:06:49,There's an issue with unexpected charge on credit card. I need this resolved soon.,Billing,Web Form,Critical,Enterprise,Product A
TKT-100106,CUST-4394,2026-01-12 07:57:19,"Hello, I'm having an issue with features not loading properly. This has been happening for the past few days.",Technical,Chat,Medium,Premium,Product B
TKT-100107,CUST-3858,2026-01-12 15:56:37,I need assistance with product defective out of box. This is affecting my work. I'm really angry about this.,Product,Email,Low,Basic,Product A
TKT-100165,CUST-3126,2026-01-13 06:43:35,Can someone help me with API returning errors. This is the second time this has happened. I'm really disappointed about this.,Technical,Email,Low,Premium,Product D
TKT-100222,CUST-9882,2026-01-13 19:17:48,Can someone help me with features not loading properly. I've tried multiple times but no luck.,Technical,Email,Low,Free,Service Y
TKT-100251,CUST-6422,2026-01-14 17:13:09,I need assistance with refund taking too long. I've tried multiple times but no luck.,Refund,Web Form,Critical,Basic,Product D
TKT-100429,CUST-7375,2026-01-14 20:41:27,"Hi, I need help with warranty claim process. I've tried multiple times but no luck.",Product,Email,Low,Basic,Product D
TKT-100159,CUST-8179,2026-01-14 21:44:14,"Hello, I'm having an issue with refund taking too long. This is the second time this has happened.",Refund,Email,Medium,Free,Product B
TKT-100172,CUST-7809,2026-01-15 13:15:19,"Hello, I'm having an issue with return label not working. I need this resolved soon. This is urgent!",Refund,Web Form,Critical,Basic,Product C
TKT-100042,CUST-2193,2026-01-15 21:21:15,I'm writing because app crashes on startup. This is the second time this has happened. I'm really terrible about this.,Technical,Web Form,Critical,Basic,Service Y
TKT-100021,CUST-4872,2026-01-16 03:39:31,"Hi, I need help with product defective out of box. This is the second time this has happened. I'm really frustrated about this.",Product,Chat,Critical,Enterprise,Product D
TKT-100264,CUST-3758,2026-01-17 03:27:06,I need assistance with subscription auto-renewed unwanted. Can you please look into this?,Billing,Phone,High,Premium,Service X
TKT-100045,CUST-3607,2026-01-17 09:49:50,I need assistance with quality issues with material. I need this resolved soon.,Product,Web Form,Critical,Premium,Product B
TKT-100460,CUST-8816,2026-01-17 11:26:36,Can someone help me with mobile app not syncing. This is the second time this has happened. I'm really awful about this.,Technical,Phone,Low,Enterprise,Product C
TKT-100414,CUST-9222,2026-01-17 19:27:55,I need assistance with tracking number not working. This has been happening for the past few days.,Delivery,Chat,Critical,Basic,Product B
TKT-100076,CUST-9502,2026-01-18 13:32:33,"Hello, I'm having an issue with product defective out of box. I need this resolved soon.",Product,Web Form,High,Basic,Service X
TKT-100376,CUST-4209,2026-01-18 15:20:44,I'm experiencing a problem with restocking fee too high. Can you please look into this?,Refund,Chat,Low,Enterprise,Product B
TKT-100261,CUST-8231,2026-01-18 21:35:04,"Hi, I need help with delivery to wrong address. This is the second time this has happened.",Delivery,Chat,Critical,Free,Service Y
TKT-100301,CUST-5240,2026-01-18 23:16:18,There's an issue with missing items from order. This has been happening for the past few days.,Delivery,Email,Low,Free,Product B
TKT-100269,CUST-9967,2026-01-19 04:20:40,I'm experiencing a problem with email not receiving notifications. This is affecting my work.,Account,Chat,Critical,Premium,Service Y
TKT-100182,CUST-1272,2026-01-19 19:12:46,I'm experiencing a problem with quality issues with material. I need this resolved soon.,Product,Phone,High,Free,Product D
TKT-100262,CUST-5305,2026-01-20 02:54:29,"Hi, I need help with error message when saving. I need this resolved soon.",Technical,Phone,Low,Enterprise,Product A
TKT-100243,CUST-5961,2026-01-20 08:08:24,"Hello, I'm having an issue with promo code not applied. I've already contacted support before about this.",Billing,Chat,High,Basic,Service Y
TKT-100140,CUST-1715,2026-01-20 08:24:48,There's an issue with replacement part needed. I need this resolved soon.,Product,Web Form,High,Basic,Product D
TKT-100132,CUST-8581,2026-01-20 09:55:55,I need assistance with payment method declined. I need this resolved soon.,Billing,Email,Critical,Basic,Product C
TKT-100083,CUST-4122,2026-01-20 23:00:36,"Hello, I'm having an issue with account locked after failed login. I need this resolved soon.",Account,Chat,Low,Premium,Product D
TKT-100365,CUST-3732,2026-01-21 03:15:45,There's an issue with return label not working. This is the second time this has happened.,Refund,Email,Medium,Free,Product B
TKT-100449,CUST-6903,2026-01-21 17:21:37,I'm experiencing a problem with tax calculation wrong. This is affecting my work.,Billing,Phone,High,Free,Product D
TKT-100293,CUST-2703,2026-01-21 19:57:44,There's an issue with subscription auto-renewed unwanted. This is affecting my work. I'm really awful about this.,Billing,Chat,Medium,Enterprise,Product D
TKT-100046,CUST-4919,2026-01-21 21:12:37,Can someone help me with package marked delivered but not received. I've already contacted support before about this.,Delivery,Phone,Critical,Free,Service Y
TKT-100139,CUST-3147,2026-01-22 16:56:00,I'm writing because charged twice for subscription. Can you please look into this?,Billing,Web Form,Medium,Basic,Product B
TKT-100061,CUST-5526,2026-01-23 21:07:08,I'm experiencing a problem with API returning errors. Can you please look into this? I'm really disappointed about this.,Technical,Email,Medium,Free,Product B
TKT-100341,CUST-7506,2026-01-23 23:51:17,I'm writing because email not receiving notifications. Can you please look into this? This is emergency!,Account,Email,Low,Premium,Service X
TKT-100463,CUST-9060,2026-01-24 08:02:42,Can someone help me with features not loading properly. This is affecting my work. I'm really terrible about this.,Technical,Chat,High,Free,Product B
TKT-100454,CUST-2311,2026-01-24 11:11:52,There's an issue with slow performance issues. I've already contacted support before about this.,Technical,Chat,Medium,Enterprise,Product A
TKT-100486,CUST-3534,2026-01-24 17:42:53,I need assistance with invoice incorrect amount. Can you please look into this?,Billing,Email,Low,Enterprise,Product C
TKT-100086,CUST-7246,2026-01-24 18:58:43,Can someone help me with cannot reset password. I've already contacted support before about this.,Account,Web Form,Medium,Enterprise,Product A
TKT-100334,CUST-5923,2026-01-25 04:34:37,"Hello, I'm having an issue with want to return product. I've tried multiple times but no luck.",Refund,Web Form,High,Premium,Service Y
TKT-100407,CUST-1305,2026-01-25 06:38:44,There's an issue with slow performance issues. This has been happening for the past few days. I'm really frustrated about this.,Technical,Email,Critical,Basic,Product A
TKT-100070,CUST-2625,2026-01-25 12:55:21,"Hi, I need help with email not receiving notifications. Can you please look into this?",Account,Chat,Medium,Premium,Service Y
TKT-100220,CUST-7841,2026-01-26 05:50:57,I need assistance with refund taking too long. I've already contacted support before about this. I'm really terrible about this.,Refund,Phone,Medium,Basic,Product C
TKT-100266,CUST-7434,2026-01-26 14:27:47,I'm writing because features not loading properly. I've tried multiple times but no luck.,Technical,Web Form,Medium,Premium,Service Y
TKT-100067,CUST-8690,2026-01-27 00:45:18,I need assistance with cannot reset password. This is affecting my work.,Account,Web Form,Critical,Premium,Product B
TKT-100370,CUST-1824,2026-01-27 04:52:41,I'm experiencing a problem with tax calculation wrong. This is affecting my work.,Billing,Chat,Critical,Enterprise,Product B
TKT-100158,CUST-1939,2026-01-27 07:33:47,I'm experiencing a problem with delivery to wrong address. I've already contacted support before about this.,Delivery,Email,Critical,Premium,Service X
TKT-100092,CUST-5161,2026-01-27 11:01:47,"Hello, I'm having an issue with warranty claim process. I need this resolved soon. I'm really angry about this.",Product,Web Form,High,Free,Product D
TKT-100012,CUST-5889,2026-01-28 08:41:14,I need assistance with delivery to wrong address. This has been happening for the past few days.,Delivery,Chat,Medium,Premium,Product B
TKT-100367,CUST-7738,2026-01-29 02:23:16,Can someone help me with refund taking too long. This has been happening for the past few days.,Refund,Web Form,Low,Free,Product C
TKT-100033,CUST-7745,2026-01-29 08:43:14,I'm experiencing a problem with unexpected charge on credit card. This is the second time this has happened.,Billing,Chat,High,Basic,Service Y
TKT-100318,CUST-4695,2026-01-29 10:15:07,I'm writing because delivery to wrong address. I need this resolved soon.,Delivery,Chat,Critical,Free,Product A
TKT-100304,CUST-8848,2026-01-29 17:23:36,Can someone help me with refund not received. I need this resolved soon.,Billing,Email,Low,Premium,Product D
TKT-100011,CUST-8123,2026-01-29 23:17:19,"Hi, I need help with package marked delivered but not received. This is affecting my work.",Delivery,Chat,Critical,Free,Service Y
TKT-100325,CUST-8619,2026-01-30 02:19:52,I'm experiencing a problem with wrong item received. I need this resolved soon.,Delivery,Phone,Medium,Premium,Service X
TKT-100400,CUST-3316,2026-01-30 08:44:53,"Hi, I need help with restocking fee too high. Can you please look into this?",Refund,Email,Low,Free,Service X
TKT-100155,CUST-4060,2026-01-30 19:35:04,Can someone help me with return label not working. This is affecting my work.,Refund,Web Form,Critical,Premium,Service X
TKT-100287,CUST-1201,2026-01-31 16:14:32,"Hi, I need help with restocking fee too high. This is the second time this has happened. I'm really frustrated about this.",Refund,Chat,Low,Enterprise,Product C
TKT-100439,CUST-9175,2026-01-31 16:26:56,There's an issue with wrong item received. I've tried multiple times but no luck.,Delivery,Chat,Medium,Basic,Product C
TKT-100245,CUST-5067,2026-01-31 21:34:09,"Hi, I need help with instructions unclear or missing. This has been happening for the past few days.",Product,Phone,Medium,Free,Service X
TKT-100307,CUST-6856,2026-01-31 22:42:23,Can someone help me with package not delivered on time. Can you please look into this?,Delivery,Chat,Medium,Free,Product B
TKT-100277,CUST-8035,2026-02-01 02:17:03,Can someone help me with cannot login to account. This is affecting my work.,Technical,Phone,Medium,Basic,Product C
TKT-100016,CUST-4770,2026-02-01 15:20:08,I need assistance with cannot reset password. Can you please look into this? This is urgent!,Account,Chat,Low,Free,Service Y
TKT-100093,CUST-7951,2026-02-01 22:13:38,I need assistance with refund to wrong payment method. This is affecting my work. This is immediately!,Refund,Phone,Critical,Premium,Product B
TKT-100302,CUST-8552,2026-02-02 03:47:08,"Hi, I need help with want to change email address. This has been happening for the past few days. I'm really disappointed about this.",Account,Email,Medium,Enterprise,Service Y
TKT-100392,CUST-2857,2026-02-02 12:25:38,Can someone help me with instructions unclear or missing. This is the second time this has happened. This is immediately!,Product,Web Form,High,Premium,Product A
TKT-100393,CUST-1718,2026-02-03 17:58:26,Can someone help me with delivery to wrong address. I need this resolved soon.,Delivery,Phone,Medium,Premium,Service X
TKT-100289,CUST-2956,2026-02-04 13:29:43,I need assistance with damaged product arrived. This is affecting my work.,Delivery,Email,Medium,Basic,Service X
TKT-100163,CUST-8292,2026-02-04 16:11:29,"Hello, I'm having an issue with account locked after failed login. I've already contacted support before about this. I'm really unacceptable about this.",Account,Email,High,Premium,Service Y
TKT-100488,CUST-3832,2026-02-04 22:15:07,I'm writing because want to return product. I need this resolved soon.,Refund,Web Form,Low,Premium,Product A
TKT-100024,CUST-2113,2026-02-05 04:45:18,"Hi, I need help with missing parts in package. Can you please look into this? I'm really angry about this.",Product,Chat,Critical,Free,Service X
TKT-100038,CUST-5920,2026-02-05 10:43:58,"Hi, I need help with product not as described. I've already contacted support before about this.",Product,Phone,Critical,Premium,Product D
TKT-100130,CUST-6179,2026-02-06 01:20:56,I need assistance with warranty claim process. This is affecting my work.,Product,Chat,Critical,Free,Product D
TKT-100430,CUST-7296,2026-02-06 08:43:32,I need assistance with cannot reset password. This has been happening for the past few days. This is urgent!,Account,Web Form,High,Free,Product B
TKT-100296,CUST-8417,2026-02-06 09:30:14,I'm experiencing a problem with cannot delete account. This is affecting my work.,Account,Phone,Medium,Free,Product B
TKT-100497,CUST-5999,2026-02-06 12:28:30,I'm writing because package not delivered on time. This has been happening for the past few days.,Delivery,Web Form,Critical,Free,Product C
TKT-100456,CUST-3150,2026-02-07 09:28:10,There's an issue with email not receiving notifications. I've tried multiple times but no luck. I'm really unacceptable about this.,Account,Chat,Low,Free,Service Y
TKT-100193,CUST-6262,2026-02-08 00:20:28,I'm writing because profile information not updating. This is affecting my work.,Account,Phone,Low,Free,Service Y
TKT-100213,CUST-7821,2026-02-09 04:39:21,I'm experiencing a problem with return label not working. I've already contacted support before about this.,Refund,Web Form,Medium,Premium,Product D
TKT-100320,CUST-1507,2026-02-09 05:43:34,I need assistance with subscription auto-renewed unwanted. I need this resolved soon.,Billing,Web Form,Medium,Enterprise,Product B
TKT-100481,CUST-9621,2026-02-09 17:41:23,"Hello, I'm having an issue with product defective out of box. I've tried multiple times but no luck. This is asap!",Product,Chat,Medium,Enterprise,Service Y
TKT-100031,CUST-3426,2026-02-09 19:37:22,I'm writing because refund taking too long. This is affecting my work.,Refund,Web Form,Medium,Free,Product C
TKT-100175,CUST-6123,2026-02-09 21:03:55,I'm writing because quality issues with material. This is affecting my work. I'm really angry about this.,Product,Chat,Medium,Enterprise,Service X
TKT-100435,CUST-5098,2026-02-10 04:06:34,I'm writing because product not as described. This is the second time this has happened.,Product,Web Form,Critical,Enterprise,Product B
TKT-100328,CUST-4157,2026-02-10 13:47:00,"Hello, I'm having an issue with account locked after failed login. I've tried multiple times but no luck.",Account,Chat,Low,Enterprise,Product A
TKT-100190,CUST-8849,2026-02-11 15:57:28,There's an issue with subscription auto-renewed unwanted. This is affecting my work.,Billing,Chat,Medium,Premium,Service X
TKT-100169,CUST-2530,2026-02-11 20:26:30,I need assistance with wrong item received. Can you please look into this?,Delivery,Chat,Medium,Basic,Service Y
TKT-100217,CUST-8846,2026-02-11 23:19:41,There's an issue with refund not received. This has been happening for the past few days.,Billing,Chat,Medium,Enterprise,Product B
TKT-100294,CUST-7102,2026-02-12 17:19:19,Can someone help me with error message when saving. I've already contacted support before about this. I'm really terrible about this.,Technical,Web Form,Low,Free,Service X
TKT-100230,CUST-7525,2026-02-12 18:32:58,There's an issue with missing parts in package. This is the second time this has happened.,Product,Email,High,Basic,Service X
TKT-100434,CUST-7670,2026-02-13 01:24:34,I'm experiencing a problem with profile information not updating. I've tried multiple times but no luck.,Account,Email,Low,Premium,Product C
TKT-100068,CUST-7565,2026-02-13 11:57:09,I'm writing because package marked delivered but not received. This has been happening for the past few days.,Delivery,Web Form,Low,Free,Product B
TKT-100126,CUST-8155,2026-02-13 14:59:07,I'm experiencing a problem with API returning errors. This has been happening for the past few days.,Technical,Email,Medium,Enterprise,Service X
TKT-100380,CUST-5897,2026-02-14 09:31:35,There's an issue with want to change email address. Can you please look into this? This is broken!,Account,Phone,Medium,Basic,Product B
TKT-100467,CUST-1549,2026-02-15 03:16:05,Can someone help me with refund taking too long. I've tried multiple times but no luck.,Refund,Chat,Critical,Free,Service X
TKT-100090,CUST-5906,2026-02-15 19:25:18,Can someone help me with restocking fee too high. I've tried multiple times but no luck.,Refund,Email,Low,Premium,Product A
TKT-100412,CUST-5480,2026-02-16 05:09:02,I need assistance with package not delivered on time. I've already contacted support before about this.,Delivery,Phone,Medium,Enterprise,Service Y
TKT-100290,CUST-6090,2026-02-16 08:42:38,I'm writing because cannot reset password. This is affecting my work.,Account,Phone,Low,Enterprise,Product A
TKT-100246,CUST-8052,2026-02-16 18:11:24,I'm writing because restocking fee too high. This is affecting my work.,Refund,Email,Low,Free,Product C
TKT-100442,CUST-3101,2026-02-16 21:35:15,I'm writing because product not as described. Can you please look into this?,Product,Email,Critical,Enterprise,Service X
TKT-100005,CUST-6977,2026-02-17 01:09:34,Can someone help me with cannot login to account. I've already contacted support before about this.,Technical,Chat,High,Premium,Product B
TKT-100212,CUST-3869,2026-02-17 03:12:27,I'm experiencing a problem with missing parts in package. This has been happening for the past few days.,Product,Web Form,Critical,Free,Product C
TKT-100329,CUST-5225,2026-02-17 14:22:19,There's an issue with account locked after failed login. I've tried multiple times but no luck.,Account,Phone,Low,Free,Product D
TKT-100419,CUST-3979,2026-02-18 09:47:39,I'm writing because account locked after failed login. Can you please look into this? This is critical!,Account,Phone,Medium,Premium,Product D
TKT-100110,CUST-8267,2026-02-19 10:53:51,Can someone help me with profile information not updating. I've already contacted support before about this.,Account,Email,Low,Premium,Service X
TKT-100094,CUST-5837,2026-02-19 14:17:47,I'm experiencing a problem with cannot reset password. I've already contacted support before about this. I'm really terrible about this.,Account,Email,Critical,Premium,Product A
TKT-100166,CUST-2208,2026-02-19 15:15:11,I'm writing because return label not working. I need this resolved soon.,Refund,Chat,High,Free,Product D
